conglome,vivienda,hogar,codperso,ing_laboral,internet,uso_avanzado,joven,mujer
018357,026,11,01,15549,1,0,0,0
018357,026,11,02,10464,1,1,0,1
018357,050,11,01,53076,1,1,0,1
018357,050,11,02,25891,1,1,0,0
018357,063,11,01,25915,0,1,0,0
018357,076,11,02,13766,1,1,0,1
018357,088,11,01,40389,1,1,0,0
018357,088,11,02,21666,1,1,0,1
018357,088,11,04,25137,1,1,1,0
018359,094,11,01,18028,1,1,0,0
018360,001,11,02,14005,1,1,1,1
018360,066,11,04,24357,1,1,0,0
018360,098,11,01,8525,1,1,0,1
018360,098,11,02,3240,1,1,0,0
018361,020,11,02,25369.99,1,1,0,1
018361,052,11,01,17089,1,1,0,0
018361,052,11,02,25078,1,1,0,1
018361,069,11,01,23930,1,1,0,0
018361,069,11,02,9891.7734,1,1,1,1
018361,069,11,04,10667,1,1,0,1
018361,069,11,05,6243,1,1,0,1
018361,103,11,03,23324,1,1,0,0
018361,103,11,06,15549,1,1,1,1
018361,103,11,09,9329,1,1,0,0
018361,103,11,11,11491,1,1,1,0
018362,004,11,01,12269,1,1,0,1
018362,004,11,03,11970,1,1,1,1
018362,054,11,02,7182,1,1,1,0
018362,084,11,02,18745,1,1,0,1
018362,103,11,02,18123,1,1,0,0
018363,005,11,01,14396,1,1,0,0
018363,030,11,01,23375,1,1,0,0
018363,050,11,01,18465,1,1,0,1
018363,050,11,02,15587,1,1,1,0
018363,050,11,03,3117,1,1,1,0
018363,072,11,03,15583,1,1,1,0
018363,095,11,02,5192,1,1,0,1
018364,034,11,02,4133,1,1,1,0
018364,034,11,07,10332,1,1,0,1
018364,071,11,01,11043,1,1,0,0
018364,089,11,01,24766,1,1,0,0
018364,105,11,01,31460,1,1,0,0
018364,121,11,02,9571,1,0,0,0
018364,121,11,03,12398,1,1,0,1
018365,087,11,01,17896,1,1,0,0
018365,138,11,01,31098,1,1,0,0
018366,007,11,02,21195,1,1,0,1
018366,024,11,01,7790,1,1,0,1
018366,024,11,02,8437,1,1,0,0
018366,029,11,02,13447,1,1,1,1
018366,203,11,01,16079,1,1,0,0
018366,203,11,02,9492,1,1,0,1
018366,203,11,03,7918,1,1,0,0
018366,203,11,04,11074,1,1,1,1
018367,011,11,01,22525,1,1,0,1
018367,011,11,02,10642,1,1,1,1
018367,011,11,04,10642,1,1,1,0
018367,023,11,02,9321,1,0,0,1
018367,023,11,03,17896,1,1,1,1
018367,059,11,01,8113,1,0,0,0
018368,046,11,02,14614,1,0,0,0
018368,058,11,01,4682,1,1,0,1
018368,058,11,03,13144.34,1,1,0,1
018368,082,11,04,24845,1,1,1,1
018368,095,11,01,15732,1,1,0,0
018368,095,11,02,9083,1,1,0,1
018369,010,11,01,25636,1,1,0,0
018369,010,11,02,21593,1,1,0,1
018369,024,11,01,28575,1,1,0,0
018369,039,11,01,21593,1,1,1,0
018369,048,11,01,15451,1,1,0,0
018369,048,11,02,6239,1,1,0,1
018369,083,11,02,17995,1,1,1,0
018370,017,11,01,19820,1,1,0,0
018370,017,11,03,9038,1,1,1,1
018370,063,11,01,3837,1,1,0,0
018370,079,11,01,12134,1,1,0,0
018370,094,11,01,17110,1,1,0,0
018370,094,11,02,1799,1,1,0,1
018371,019,11,01,115337,1,1,0,0
018371,068,11,01,21697,1,1,0,1
018371,068,11,02,29911,1,1,1,1
018372,011,11,01,7866,1,0,0,1
018372,011,11,03,12788,1,1,0,0
018372,047,11,01,33613,1,1,0,0
018372,061,11,01,20977,1,1,0,0
018372,061,11,02,9439,1,1,1,1
018372,080,11,03,51881,1,1,0,0
018372,097,11,02,18268,1,1,0,1
018372,126,11,02,20460,1,1,1,1
018372,126,11,03,18268,1,1,0,0
018372,126,11,04,3146,1,1,0,1
018373,048,11,01,8395,1,1,0,0
018373,094,11,01,10361,1,0,0,0
018373,094,11,04,15542,1,1,0,0
018373,094,11,05,10361,1,0,1,1
018373,144,11,05,10879,1,0,1,0
018373,169,11,01,899,1,1,0,1
018374,048,11,03,12269,1,1,0,1
018374,077,11,01,23302,1,1,0,0
018374,077,11,02,15561,1,1,0,1
018374,077,11,06,15561,1,1,0,1
018374,105,11,01,21546,1,1,0,1
018375,008,11,01,6214,1,1,0,0
018375,068,12,01,21906,1,0,0,0
018375,068,12,02,15535,1,0,0,1
018375,068,12,03,15535,1,1,1,0
018375,068,12,05,17896,1,1,1,1
018375,098,11,01,18124,1,0,0,0
018375,111,11,01,18641,1,1,0,0
018376,002,11,02,21758,1,1,0,1
018376,030,11,01,11397,1,1,0,0
018376,030,11,02,4144,1,0,0,1
018376,030,11,03,20353,1,1,1,0
018376,030,11,05,8614,1,1,1,0
018376,030,11,06,5996,1,1,1,1
018376,089,11,04,26384,1,1,1,0
018376,117,11,01,12951,1,1,0,1
018376,117,11,05,19143,1,1,0,0
018377,005,11,02,21742.998,1,1,0,1
018377,040,11,01,21526,1,1,0,0
018377,055,12,01,5979,1,1,0,1
018377,055,12,02,22626,1,1,0,0
018377,055,12,03,10404,1,1,1,1
018377,055,22,01,18567.82,1,1,1,0
018377,055,22,02,14351,1,1,1,1
018377,128,11,01,21526,1,1,0,0
018378,010,11,01,10345,0,1,0,0
018378,029,11,02,7759,0,1,0,0
018378,087,11,01,4655,0,1,0,1
018378,106,11,02,9311,0,0,0,0
018378,126,11,01,15518,1,1,0,1
018378,126,11,02,15518,1,1,0,0
018379,006,11,01,32700,1,1,0,0
018379,006,11,03,21800,1,1,1,1
018379,006,11,05,27250,1,1,1,0
018379,051,11,01,20977,1,1,0,0
018379,051,11,04,26221,1,1,0,0
018379,072,11,01,15139,1,1,0,1
018379,072,11,02,21195,1,1,0,0
018379,117,11,01,9439,1,1,0,1
018380,042,11,02,18440,1,0,0,0
018380,042,11,05,10848,1,1,1,0
018380,042,11,06,25829,1,1,1,0
018380,107,11,01,16070,1,1,0,1
018380,107,11,02,19143,1,1,0,0
018380,150,11,01,1919,1,1,1,0
018380,169,11,02,9918,1,1,0,1
018380,169,11,03,14391,1,1,1,0
018382,033,11,01,12170,1,1,0,1
018382,073,11,01,11750,1,1,0,1
018382,085,11,01,31166,1,1,0,0
018382,085,11,03,41546,1,1,1,1
018382,098,11,02,12986,1,1,1,1
018382,108,11,01,4796,1,1,1,0
018382,108,11,02,4197,1,1,1,1
018384,025,11,01,18141,1,1,0,0
018384,069,12,02,10366,1,1,0,1
018384,083,11,01,12958,1,1,0,0
018384,098,11,02,9567,1,1,0,1
018384,098,11,05,18728,1,1,0,0
018384,098,11,07,23619,1,1,0,0
018385,004,11,01,20951,1,1,0,1
018385,004,11,02,10232,1,0,0,0
018385,052,11,02,11682,1,1,0,1
018385,052,11,03,30209,1,1,1,0
018385,062,11,01,18515.188,1,1,0,0
018385,075,11,02,11572,1,1,0,1
018385,075,11,03,4746,1,1,0,1
018385,075,11,04,22148,1,1,1,0
018386,008,11,01,20664,1,1,0,0
018386,065,11,03,15554,1,1,0,1
018386,065,11,04,13161,1,1,0,0
018386,082,11,01,12263,1,1,0,1
018386,082,11,02,19143,1,1,0,1
018386,100,24,01,16989,0,1,0,1
018386,100,34,01,12204,0,1,0,1
018386,100,44,01,17767,1,1,0,0
018386,117,11,01,3589,1,1,0,0
018387,037,11,01,16350,1,1,1,0
018387,037,11,02,13080,1,1,1,0
018387,053,11,02,18015,1,0,0,1
018387,053,11,05,7267,1,1,1,0
018387,053,11,07,17658,1,1,0,1
018387,091,11,04,21073,1,1,0,1
018387,091,11,05,24065,1,1,0,0
018388,016,11,02,10547,1,1,0,0
018388,055,11,03,21195,1,1,1,0
018388,055,11,05,21195,1,1,0,0
018388,145,11,01,10547,1,1,0,1
018388,145,11,02,7309,1,1,1,1
018388,145,11,03,7309,1,1,1,1
018388,175,11,01,670,1,1,0,0
018388,175,11,03,2884,1,1,1,0
018389,004,11,01,10595,1,1,0,0
018389,017,11,01,22620,1,1,1,1
018389,017,11,03,24362,1,1,1,0
018389,042,11,02,21508,1,0,0,0
018389,055,11,01,12656,1,1,0,1
018389,081,11,01,11584,1,1,0,0
018390,049,11,02,18124,1,1,1,1
018391,027,11,01,9492,1,1,0,1
018391,027,11,02,21195,1,1,0,0
018391,056,11,01,12717,1,1,0,0
018391,071,11,01,29004,1,1,0,0
018391,084,11,01,31792,1,1,0,0
018391,084,11,02,7910,1,1,0,1
018391,100,11,01,16636,1,1,0,0
018391,100,11,02,12656,1,1,0,1
018391,100,11,03,11074,1,1,1,1
018392,020,11,01,4655,1,1,0,1
018392,101,11,01,25006,1,1,0,0
018392,112,11,02,6983,0,0,0,1
018393,010,11,01,8397,1,1,0,0
018393,028,11,01,18717,1,1,0,0
018393,042,11,02,19757,0,1,1,0
018393,059,11,01,12998,1,1,0,0
018393,076,11,02,3599,1,1,0,1
018393,105,11,01,20874,1,1,0,0
018394,020,11,01,10398,1,1,1,0
018394,053,11,01,21421,1,1,0,1
018394,053,11,02,15655,1,1,0,0
018394,065,11,01,12488,1,1,0,0
018394,065,11,02,1080,1,1,0,1
018395,028,11,01,15535,1,1,0,1
018395,051,11,01,3625,1,1,0,1
018395,051,11,02,12428,1,1,1,0
018395,072,11,02,12455,1,1,1,0
018395,095,11,03,9544,1,1,1,0
018395,141,11,01,15535,1,1,0,0
018396,067,44,02,18123,1,1,0,0
018396,087,11,01,15621,1,1,0,0
018396,087,11,03,36509,1,1,1,0
018396,107,11,01,15621,1,1,0,0
018396,107,11,02,11372,1,1,0,1
018396,127,11,02,12945,1,1,1,1
018396,127,11,04,14364,1,1,1,0
018397,023,11,01,22900,1,1,0,1
018397,023,11,02,20339,1,1,0,1
018397,076,11,02,6939,1,1,0,1
018397,090,11,01,11067,1,1,0,1
018397,100,11,01,10768,1,1,0,1
018397,100,11,02,35893,1,1,0,0
018398,006,11,01,94141,1,1,0,0
018398,047,11,02,5506,1,1,1,1
018399,011,11,01,75035,1,1,0,0
018399,038,11,02,14617,1,1,1,1
018399,065,11,01,38309,1,1,0,0
018399,065,11,02,15896,1,1,0,1
018399,079,11,04,26494,1,1,0,0
018399,103,11,02,18457,1,1,0,1
018399,115,11,03,26494,1,1,0,1
018400,011,11,01,4679,1,0,0,0
018400,011,11,03,9358,1,1,0,0
018400,026,11,03,17157,1,1,1,0
018400,057,11,01,7798.5,1,1,0,1
018400,057,11,02,38593,1,1,0,0
018400,072,11,01,25192,1,1,0,0
018400,072,11,02,12237,1,1,0,1
018400,087,11,02,7799,0,0,0,0
018401,009,11,02,24357,1,1,0,1
018401,009,11,03,13110,1,1,0,0
018401,058,11,02,12715,1,1,0,0
018401,132,13,03,30447,1,1,1,0
018401,132,33,01,7307,1,1,0,1
018401,132,33,02,18268,1,1,1,0
018401,181,11,02,15608.395,1,1,0,0
018401,205,11,01,12788,1,0,0,0
018402,020,11,03,23753,1,0,1,0
018402,149,11,01,20797,1,1,0,0
018403,002,11,02,7302,1,1,0,1
018403,020,11,01,5746,1,1,0,1
018403,056,11,01,18641,1,1,0,0
018403,056,11,02,12269,1,1,1,1
018403,056,11,05,18641,1,1,1,0
018403,056,11,06,12269,1,1,1,1
018403,092,11,02,12497,1,1,0,0
018403,092,11,03,31069,1,1,1,0
018403,092,11,04,13167,1,1,1,0
018403,092,11,05,958,1,1,1,0
018403,110,11,01,20828,1,1,0,0
018403,110,11,02,7767,1,0,0,1
018404,015,11,02,17759,1,1,0,1
018404,015,11,04,5103,1,1,1,1
018404,052,11,01,48028,1,1,0,1
018404,071,11,01,31157,1,1,0,0
018404,071,11,02,18071,1,1,0,1
018404,071,11,03,12307,1,1,1,0
018404,110,11,01,11943,1,1,0,0
018404,145,11,01,16810,1,1,0,0
018405,012,11,01,5178,1,0,0,0
018406,014,11,01,3829,1,0,0,0
018406,026,11,02,16531,1,0,0,0
018406,026,11,06,9392,1,1,0,0
018406,053,11,01,15498,1,0,0,1
018406,078,11,02,12915,0,0,1,0
018406,078,11,03,18081,0,0,1,0
018406,101,11,03,12263,1,1,1,0
018406,114,11,01,18081,1,0,0,0
018406,114,11,02,15498,1,0,0,1
018406,114,11,03,17947,1,1,1,0
018406,114,11,04,9299,1,1,1,0
018408,001,11,01,29897,1,0,0,0
018408,020,11,01,27266,1,1,0,0
018408,069,11,01,17938,1,1,0,0
018408,069,11,02,43650,1,1,0,1
018408,105,11,02,35877,1,1,0,1
018409,018,11,01,10672,1,1,0,1
018409,068,11,01,26166,1,1,0,0
018409,068,11,03,16152,1,1,1,1
018409,085,12,02,14229.334,1,1,0,0
018409,085,22,01,10672,1,1,0,0
018410,053,11,07,12986,1,1,1,0
018410,126,11,02,31174,1,1,0,1
018410,194,11,01,11990,1,1,0,0
018410,194,11,03,4156,1,1,1,1
018411,043,11,01,16607,1,1,0,0
018411,066,11,04,21536,1,1,0,1
018411,089,11,01,5166,0,0,0,0
018411,111,11,01,14573,1,1,0,0
018411,134,11,01,11964,1,1,0,0
018411,134,11,02,5384,1,1,0,1
018412,029,11,01,16614,1,1,0,0
018412,029,11,02,14533,1,1,0,1
018412,029,11,03,36334,1,1,1,1
018412,029,11,04,26342,1,1,0,0
018412,079,11,02,17912,1,1,0,1
018412,096,11,01,15575,1,1,0,0
018412,096,11,02,15575,1,1,0,1
018412,096,11,03,33381,1,1,1,0
018413,120,11,01,12486,1,1,1,1
018413,141,11,01,18272,1,1,0,0
018413,141,11,05,15820,1,1,1,0
018413,141,11,06,12181,1,1,1,1
018414,039,11,01,3107,1,1,0,1
018414,039,11,02,10677,1,1,1,0
018414,039,11,03,10677,1,1,0,1
018414,047,11,02,18641,1,1,0,1
018414,055,11,01,3591,1,1,0,1
018414,055,11,02,17704,1,1,0,0
018415,006,11,02,18141,1,1,1,0
018415,043,11,01,15549,1,1,0,0
018415,100,11,03,12958,1,1,0,0
018415,137,11,01,15549,1,0,0,0
018415,137,11,03,15549,1,1,1,0
018416,065,11,01,36833,1,1,0,0
018416,065,11,02,37311,1,1,0,1
018416,065,11,03,31212,1,1,0,1
018416,065,11,04,15518,1,1,0,0
018416,117,11,01,5173,1,1,0,1
018416,117,11,03,12258,1,1,0,0
018416,150,11,02,12437,1,0,0,0
018416,150,11,03,17938,1,1,1,0
018416,150,11,04,23483,1,1,1,1
018417,005,11,01,23396,1,1,0,0
018417,024,11,02,13316,1,1,0,0
018417,061,11,01,24014,1,1,0,0
018417,080,11,03,35989,1,1,0,1
018417,099,11,01,15597,1,0,0,0
018417,099,11,03,23188,1,1,0,0
018417,099,11,04,5459,1,1,1,1
018417,118,11,01,26392,1,1,0,0
018417,118,11,02,41785,1,1,0,1
018418,016,11,01,12586,1,1,0,1
018418,048,11,03,17050,1,1,0,0
018418,059,11,02,9743,1,0,0,0
018418,071,11,01,15139,1,1,0,0
018418,080,11,01,7866,1,1,0,1
018420,015,11,01,27856,1,1,0,0
018420,041,11,02,41372,1,1,0,1
018420,041,11,03,17198,1,1,1,0
018420,067,11,03,13322,1,1,1,0
018420,118,11,02,9992,1,1,0,1
018420,197,11,01,9992,1,1,0,1
018421,017,11,03,9321,1,1,1,1
018421,036,11,05,15561,1,1,1,1
018421,055,11,01,47880,1,1,0,1
018421,073,11,01,18194,1,1,0,1
018421,073,11,03,30136,1,1,0,1
018421,111,11,01,9321,1,0,0,0
018421,111,11,02,10874,1,0,0,1
018421,111,11,03,14901,1,1,1,0
018421,147,11,01,5734,1,1,1,0
018421,147,11,02,27076,1,1,0,1
018422,039,11,01,47961,1,1,0,0
018422,039,11,02,83571,1,1,0,1
018422,058,11,03,12470,1,1,0,0
018422,097,11,03,20778,1,1,0,0
018422,097,11,04,3896,1,1,0,1
018422,137,11,01,20863,1,1,0,0
018423,009,11,01,21195,1,1,0,0
018423,052,11,01,12179,1,1,0,1
018423,093,11,02,10547,1,1,0,0
018423,114,11,01,39954,1,1,0,0
018423,134,11,03,24703,1,1,1,1
018423,176,11,01,24801,1,1,0,0
018424,004,11,02,4153,1,1,0,1
018424,004,11,03,10803,1,1,0,1
018424,023,11,02,12414,1,1,0,0
018424,041,11,01,29503,1,1,0,0
018424,041,11,02,26342,1,1,0,1
018424,098,11,03,14533,1,1,1,1
018424,098,11,06,15575,1,1,0,0
018425,023,11,01,18268,1,1,0,0
018425,061,11,02,13110,1,1,0,0
018425,061,11,03,3146,1,1,0,1
018425,073,11,02,33979,1,1,0,1
018425,073,11,03,30447,1,1,1,0
018425,086,11,01,30447,1,1,0,1
018425,086,11,02,42625,1,1,0,0
018426,141,11,02,19152,1,1,0,0
018427,010,11,01,9848,1,1,0,0
018427,010,11,03,10366,1,1,1,0
018427,062,11,02,4146,1,0,0,0
018427,076,11,02,10366,1,1,1,1
018428,037,11,01,3654,1,1,0,0
018428,061,11,01,15345,1,1,0,1
018428,112,11,01,30447,1,1,0,0
018428,112,11,03,17050,1,1,1,0
018429,020,11,01,10574.874,1,1,0,1
018429,049,11,01,13981,1,1,0,0
018429,066,11,01,8351,1,1,0,0
018429,097,11,01,18124,1,1,0,0
018429,112,11,01,19159,1,1,0,1
018429,125,11,01,6078.3174,1,1,0,0
018429,125,11,02,28902.951,1,1,0,1
018429,125,11,07,11380.209,1,1,0,1
018430,004,11,01,12428,1,1,0,1
018430,055,11,01,9800,1,1,1,1
018430,055,11,02,18641,1,1,1,0
018430,076,11,01,17955,1,1,0,0
018430,076,11,03,45644.523,1,1,1,0
018430,076,11,04,18020,1,1,0,1
018430,086,11,04,15681,1,1,1,0
018432,010,11,01,17659,1,1,0,1
018432,025,11,01,17227,1,1,0,1
018432,040,11,01,23873,1,1,0,1
018432,040,11,02,23993,1,1,1,1
018432,087,11,01,14827,1,0,0,0
018432,102,11,01,31778,1,1,0,0
018432,102,11,03,10701,1,1,1,0
018432,117,11,03,10857,1,1,1,0
018432,117,11,04,10857,1,1,1,0
018433,015,11,03,14709,1,1,0,1
018433,040,11,01,13992,1,1,0,0
018433,040,11,02,10404,1,1,0,1
018433,114,11,01,10474,1,1,0,1
018433,114,11,04,12258,1,1,1,0
018434,008,11,02,10874,1,1,0,0
018434,008,11,03,10874,1,1,0,0
018434,008,11,04,15032,1,1,0,1
018434,023,11,01,15535,1,1,0,0
018434,023,11,03,10141,1,1,1,0
018434,107,11,01,1909,1,1,0,1
018434,107,11,03,12229,1,1,1,1
018434,107,11,05,12428,1,1,1,1
018435,007,11,01,24014,1,1,0,1
018435,048,13,01,31157,1,0,0,0
018435,048,13,02,13568,1,1,0,1
018435,048,23,01,12982,1,1,1,1
018435,048,33,01,19212,1,1,1,0
018435,048,33,02,16210,1,1,1,1
018435,069,11,01,30018,1,1,0,0
018435,133,11,01,27617,1,1,0,1
018435,153,11,03,25215,1,1,0,0
018436,001,11,01,11158,1,1,1,1
018436,011,11,02,17047,1,0,0,1
018436,011,11,03,18124,1,1,1,0
018436,011,11,04,2841,1,1,1,0
018436,031,11,02,11964,1,1,1,1
018436,041,11,01,7749,1,1,0,0
018436,041,11,05,7158,1,1,0,1
018437,044,11,01,4803,1,1,1,1
018437,044,11,02,600,1,1,0,0
018437,063,11,02,7010,1,1,0,1
018437,098,11,01,39624,1,1,0,0
018438,019,11,02,39482,1,1,0,0
018438,019,11,03,31610,1,1,0,1
018438,082,11,01,12038,1,1,0,0
018438,103,11,01,10827,0,1,0,0
018438,103,11,03,15745,0,1,1,0
018438,124,11,02,17185,1,1,0,1
018438,145,11,01,11905,1,0,0,0
018438,145,11,02,18748,1,1,0,1
018440,016,11,01,14388,1,1,1,1
018440,041,11,05,20778,1,1,0,0
018440,061,11,01,10695,1,1,0,0
018440,077,11,02,10791,1,1,0,0
018441,075,11,03,10332,1,1,0,0
018441,095,11,01,7749,1,0,0,0
018441,095,11,02,7749,1,0,0,1
018441,135,11,01,5166,1,1,0,1
018442,011,11,01,16654,1,1,1,0
018442,024,11,03,14513.185,0,1,0,1
018442,034,11,01,18550.43,0,1,0,0
018442,043,11,01,10793,1,1,1,1
018442,051,11,01,18028,1,1,1,0
018444,008,11,01,12544,1,1,0,1
018444,031,11,03,28318,1,1,0,1
018444,077,11,02,25234,1,1,0,1
018444,100,11,01,39482,1,1,0,0
018444,100,11,02,7866,1,1,0,1
018444,100,11,03,51836,1,1,0,1
018444,122,11,01,30278,1,1,0,0
018444,145,11,01,26641.152,1,1,0,1
018444,145,11,02,6728.4443,1,1,0,0
018444,145,11,03,7307,1,1,1,1
018446,041,11,02,36264,1,1,0,0
018446,041,11,03,12433,1,1,0,1
018446,041,11,04,36057,1,1,0,0
018446,072,22,01,13995,1,1,1,0
018447,054,11,01,33500,1,1,0,0
018447,054,11,03,18736,1,1,1,0
018448,008,11,01,17759,1,1,0,0
018448,039,11,01,15549,1,1,0,0
018448,054,11,02,11959,1,1,0,0
018448,070,11,01,8371,1,1,0,0
018448,085,11,01,7182,1,1,0,1
018449,011,11,02,12485,1,1,0,0
018449,035,11,01,16575,1,1,0,0
018449,059,11,01,32467,1,1,0,0
018449,106,11,03,15621,1,1,1,0
018450,003,11,04,8015.6001,1,1,0,0
018450,058,11,01,12463,1,1,0,0
018450,058,11,02,6231,1,1,0,1
018450,058,11,06,15578,1,1,1,0
018450,058,11,07,12463,1,1,1,0
018450,072,11,01,21013,1,1,0,0
018451,034,11,03,20874,1,1,1,0
018451,034,11,04,7792,1,1,1,1
018451,034,11,08,21195.6,1,1,1,0
018451,044,11,01,8513,1,1,0,0
018451,145,11,01,36930,1,1,1,0
018452,013,11,02,15575,0,1,1,0
018452,033,11,01,29593,1,1,0,0
018452,074,11,01,12460,1,0,0,1
018452,074,11,02,6230,1,0,0,0
018452,117,12,01,4844,1,1,0,0
018452,117,22,01,15919,1,1,1,0
018452,117,22,02,11263,1,1,1,1
018452,138,11,02,21286,1,1,0,1
018452,138,11,03,21805,1,1,1,0
018453,014,11,03,15583,1,1,0,0
018453,014,11,07,12467,1,1,1,1
018453,030,11,01,13148,1,1,1,0
018453,060,11,01,16699,1,1,0,0
018453,060,11,02,7302,1,1,0,1
018453,060,11,05,9350,1,0,1,1
018453,060,11,06,18162,1,1,1,0
018453,093,11,01,16690,1,1,0,0
018453,109,11,03,6233,1,1,1,0
018454,006,11,01,21800,1,1,0,0
018454,006,11,02,14533,1,1,0,0
018454,014,11,01,42147,1,1,0,0
018454,014,11,02,10383,1,1,0,1
018454,037,11,01,12353,1,1,0,1
018454,061,11,01,15502,1,1,0,0
018454,061,11,05,17133,1,1,1,0
018454,082,11,02,14291,1,1,0,0
018454,082,11,03,14988,1,1,0,1
018454,141,11,01,10803,1,1,0,0
018455,074,11,01,7789,1,1,0,1
018455,074,11,02,15578,1,1,0,0
018455,095,11,01,18011,1,1,0,1
018455,103,11,01,15578,1,0,0,1
018455,103,11,02,16790,1,1,1,1
018455,103,11,03,12307,1,1,1,1
018455,103,11,05,12307,1,1,0,1
018455,103,11,06,36022,1,1,0,0
018456,001,11,01,47985,1,1,0,0
018456,001,11,04,17395,1,1,0,0
018456,001,11,07,15595,1,0,0,1
018456,054,11,01,13196,1,1,1,0
018456,068,11,01,23993,1,1,0,1
018456,078,11,02,59982,1,1,0,1
018456,100,11,01,24353,1,1,1,1
018456,100,11,02,27592,1,1,1,0
018457,004,11,01,33290,1,1,0,1
018457,004,11,02,42803,1,1,0,0
018457,017,11,01,16951,1,1,0,1
018457,059,11,02,14995,1,1,1,1
018457,059,11,03,8997,1,1,1,1
018457,059,11,05,9537,1,1,1,1
018457,080,11,01,31310,1,1,0,0
018457,080,11,02,22961,1,1,0,1
018458,023,11,01,48577,1,1,0,1
018458,129,11,02,34681,1,1,0,1
018459,029,11,01,14484,1,1,0,0
018459,029,11,03,12569,1,1,1,0
018459,114,11,02,11970,1,1,0,0
018459,135,11,01,4143,1,1,0,0
018460,091,11,02,19075,1,1,0,1
018460,129,11,03,2637,1,1,1,0
018461,003,11,02,3634,1,1,0,1
018461,003,11,05,4844,1,1,0,1
018461,060,11,01,3237,1,1,0,0
018461,113,11,02,14291,1,1,1,0
018461,131,11,01,12460,1,1,0,0
018462,134,11,01,14506,1,1,0,0
018462,134,11,02,14464,1,1,0,1
018462,154,11,01,11477,1,1,0,0
018462,154,11,03,14391,1,1,1,0
018463,010,11,03,4797,1,1,1,0
018463,058,11,01,13432,1,1,0,0
018463,058,11,02,10361,1,1,0,1
018463,058,11,03,17509,1,1,0,1
018463,100,11,01,23506,1,1,0,0
018464,023,11,03,12179,0,1,0,1
018464,036,11,01,40190,1,1,0,1
018465,050,11,02,12460,1,1,0,0
018465,050,11,03,9345,1,1,1,0
018465,090,11,01,26978,1,1,0,0
018465,131,11,02,51291,1,1,0,1
018467,014,11,03,15502,1,1,0,0
018467,036,11,03,12644,1,1,1,0
018467,036,11,04,15745,1,1,1,1
018467,085,11,01,13928,1,1,0,0
018467,120,11,01,14533,1,1,1,1
018468,002,11,01,2522,1,1,1,0
018468,037,11,01,8568,1,1,0,1
018469,012,11,02,11341,1,1,1,1
018469,045,11,01,38492,1,1,0,0
018469,045,11,02,31792,1,1,0,1
018469,062,11,01,4746,1,1,0,1
018469,062,11,02,12656,1,0,1,0
018469,095,12,01,2109,1,0,0,0
018470,044,11,01,43634,1,1,0,0
018470,044,11,02,31339,1,1,0,1
018470,079,11,01,25048,1,1,0,0
018470,079,11,02,20874,1,1,0,1
018470,112,11,01,26092,1,1,0,0
018470,112,11,02,36529,1,1,0,1
018471,046,11,02,12949,1,1,0,1
018472,002,11,01,12717,1,0,0,0
018472,002,11,05,9538,1,0,1,0
018472,077,11,01,15677,1,1,0,0
018472,106,11,02,19075,1,1,0,0
018473,015,11,01,15549,1,1,0,0
018473,062,11,01,17955,1,1,0,0
018473,110,11,01,17783,1,1,1,1
018473,110,11,02,21769,1,1,1,0
018473,110,11,05,20019,1,1,0,0
018473,110,11,06,14650,1,1,1,1
018473,135,11,01,21769,1,1,0,0
018473,135,11,02,2153,1,1,0,1
018474,048,12,03,12787,1,1,1,0
018474,065,11,01,17985,1,1,0,0
018474,065,11,05,12467,1,1,1,0
018474,083,11,01,30431,1,1,0,0
018474,083,11,02,18180,1,1,0,1
018474,083,11,03,20778,1,1,1,0
018474,101,11,02,15595,1,1,0,0
018475,039,11,02,9958,1,1,0,1
018475,056,11,01,10918,1,1,0,1
018475,056,11,02,10918,1,1,1,0
018475,056,11,03,10918,1,1,1,1
018475,074,11,01,32510,1,1,0,0
018475,110,11,01,7799,1,0,0,0
018476,027,11,01,1291,1,0,0,0
018476,027,11,02,10332,1,0,0,1
018476,027,11,03,25829,1,0,0,0
018476,027,11,10,1291,1,0,0,0
018476,063,11,01,11623,1,1,0,1
018476,075,11,03,25829,1,1,1,0
018476,088,11,01,12026,1,1,0,0
018477,020,11,03,14579,1,1,0,0
018477,020,11,04,19366,1,1,1,1
018477,039,11,02,7249,1,1,1,0
018477,119,11,01,15534,1,1,0,1
018477,139,11,02,15534,1,1,0,0
018477,139,11,04,10773,1,1,1,1
018478,004,11,01,4133,1,1,0,1
018478,004,11,02,5982,1,1,1,1
018478,023,11,04,13005,0,1,0,0
018478,041,11,01,10848,0,0,0,0
018478,051,11,01,20818,1,1,0,0
018478,051,11,03,24527,1,1,1,1
018479,022,11,02,10622,1,1,0,1
018479,026,11,02,2436,1,1,1,0
018479,037,11,01,5273,1,1,0,0
018480,128,11,02,15669,1,1,0,1
018480,165,11,01,12007,1,1,0,0
018481,023,11,01,10197,0,1,0,1
018482,015,11,02,31604,1,1,0,1
018482,015,11,04,36328,1,1,0,0
018482,034,11,01,19924,1,1,0,0
018482,067,11,01,15152,1,1,0,0
018482,119,11,01,18957,1,1,0,1
018483,054,11,01,2459,1,1,0,1
018483,096,11,01,31406,1,1,0,1
018485,005,11,01,19188,1,1,0,0
018485,005,11,03,12952,1,1,1,0
018485,013,11,01,7795,1,0,0,0
018485,018,11,01,21827,1,1,0,0
018485,018,11,04,4663,1,1,1,1
