conglome,vivienda,hogar,codperso,edad,ing_laboral,internet,uso_avanzado,horas_semanales,edad2,mujer
019295,026,11,01,60,15694,1,1,46,3600,0
019295,072,11,01,68,5193,1,0,26,4624,0
019295,072,11,02,57,10583,1,1,41,3249,1
019295,072,11,03,24,12555,1,1,45,576,1
019295,072,11,04,20,5300,1,1,24,400,0
019295,095,11,02,36,24944,1,1,54,1296,0
019295,120,11,03,38,5197,1,1,68,1444,1
019295,120,11,07,38,20786,1,1,42,1444,0
019296,012,12,03,30,8500,1,1,55,900,1
019296,012,22,01,55,21856,1,1,5,3025,0
019296,035,11,01,38,38030,1,1,35,1444,1
019296,035,11,02,44,24285,1,1,76,1936,0
019296,081,11,04,31,41065,1,1,40,961,1
019296,081,11,05,32,32382,1,1,48,1024,0
019296,128,11,02,42,5464,1,1,53,1764,1
019296,128,11,03,42,10503,1,0,58,1764,0
019297,010,11,01,35,33353,1,1,6,1225,1
019297,010,11,04,24,9703,1,1,12,576,1
019297,010,11,05,24,9703,1,1,30,576,1
019297,062,11,01,61,4192,0,0,11,3721,1
019297,075,11,02,21,16336,1,1,53,441,0
019297,088,11,01,36,14520,1,1,55,1296,0
019297,113,11,02,20,3144,0,0,10,400,0
019298,049,11,01,46,26156,1,1,72,2116,0
019298,122,11,01,54,15590,1,0,48,2916,0
019298,122,11,03,27,20925,1,1,46,729,1
019298,122,11,04,26,20925,1,1,40,676,1
019298,144,11,02,48,5716,1,0,31,2304,1
019298,171,11,01,49,9875,1,1,27,2401,0
019298,171,11,02,41,4654,1,1,18,1681,1
019299,002,11,01,65,9565,1,1,48,4225,1
019299,015,11,03,30,12554,1,1,48,900,1
019299,015,11,05,28,18723,1,1,40,784,1
019299,042,11,01,27,11442,1,1,46,729,0
019299,056,11,05,24,31205,1,1,56,576,0
019299,069,11,01,58,9326,1,0,73,3364,0
019299,069,11,02,20,12482,1,1,78,400,0
019299,069,11,03,30,14562,1,1,46,900,0
019299,069,11,04,30,3101,1,1,12,900,1
019299,083,11,01,38,3228,1,1,66,1444,1
019300,010,11,02,49,4672,1,0,9,2401,1
019300,047,11,01,61,13722,1,1,30,3721,1
019300,103,11,01,73,12459,0,0,24,5329,0
019301,003,11,05,24,10935,1,1,50,576,0
019301,023,11,01,44,18170,1,1,56,1936,0
019301,083,11,02,49,10383,1,1,60,2401,0
019301,102,11,02,38,6230,1,1,32,1444,0
019302,025,11,01,46,21581,1,1,91,2116,0
019302,065,11,01,36,27077,1,1,66,1296,0
019302,092,11,01,42,20829,1,1,62,1764,0
019303,001,11,01,45,9431,1,0,18,2025,0
019303,015,11,02,37,9431,1,0,36,1369,0
019303,082,11,01,54,6287,1,0,24,2916,0
019303,082,11,07,24,14671,1,1,32,576,0
019304,018,11,01,33,13978,1,1,42,1089,0
019304,070,11,02,55,4659,0,0,14,3025,0
019304,087,11,02,22,13978,1,1,36,484,0
019304,104,11,03,25,18067,1,1,50,625,0
019304,104,11,04,20,13978,1,1,36,400,0
019305,007,11,02,57,20244,1,1,30,3249,1
019305,007,11,03,26,13879,1,1,48,676,1
019305,007,11,04,34,16299,1,1,77,1156,1
019305,021,11,02,37,24201,1,1,35,1369,1
019306,053,11,03,34,14554,1,1,42,1156,0
019306,053,11,04,25,12662,1,1,46,625,1
019306,053,11,05,23,14772,1,1,45,529,0
019306,053,11,07,36,15718,1,1,49,1296,1
019306,083,11,01,54,11003,0,0,70,2916,0
019306,083,11,02,53,2620,0,1,40,2809,1
019306,114,11,01,45,24257,1,1,60,2025,0
019307,081,11,01,40,38404,1,1,40,1600,0
019307,081,11,04,63,33844,1,1,30,3969,1
019307,145,11,01,60,4674,1,1,24,3600,1
019307,145,11,02,64,15580,1,1,58,4096,0
019308,047,11,03,29,17960,1,1,56,841,0
019308,047,11,04,22,16762,1,1,40,484,0
019308,142,11,05,22,40411,1,1,60,484,0
019309,068,11,03,50,8293,1,1,104,2500,0
019309,116,11,01,47,6220,1,1,15,2209,0
019309,116,11,02,48,3887,1,1,36,2304,1
019309,163,11,01,60,11970,1,1,28,3600,0
019309,163,11,03,30,18054,1,1,29,900,0
019310,021,11,02,54,31683,1,1,35,2916,1
019310,065,11,01,74,2077,0,0,35,5476,0
019310,094,11,02,63,3598,1,1,30,3969,1
019311,005,11,05,25,12490,1,1,74,625,0
019311,018,11,02,28,20246,1,1,54,784,1
019311,058,11,01,29,8393,1,1,64,841,0
019311,071,11,03,36,5742,1,1,56,1296,0
019312,039,11,03,24,7236,1,1,49,576,1
019312,069,11,01,36,26876,1,1,56,1296,0
019312,100,11,02,42,32354,1,1,45,1764,0
019313,017,11,01,33,94764,1,1,77,1089,0
019313,030,11,01,38,17948,1,1,49,1444,0
019313,099,11,01,42,4786,1,1,42,1764,0
019313,099,11,02,40,2071,1,1,17,1600,1
019314,002,11,01,22,16596,1,1,48,484,0
019314,112,11,01,33,14070,1,1,53,1089,0
019314,116,11,01,38,14840,1,1,61,1444,0
019314,134,11,01,37,2446,1,1,32,1369,1
019315,013,11,01,42,48569,1,1,40,1764,0
019315,056,11,03,23,3151,1,1,8,529,0
019315,056,11,04,20,18906,1,1,57,400,0
019315,070,11,02,58,15160,1,0,84,3364,1
019316,003,11,02,28,17174,1,1,72,784,0
019316,017,11,01,44,16980,0,1,65,1936,0
019316,044,11,01,41,15767,0,1,72,1681,0
019316,057,11,01,54,30321,1,1,60,2916,0
019316,057,11,03,24,15718,1,1,48,576,0
019317,011,11,03,24,10854,1,1,12,576,0
019317,055,11,02,57,4782,1,1,65,3249,1
019317,070,11,01,46,9684,1,1,64,2116,1
019317,085,11,01,59,22955,1,1,30,3481,1
019318,037,11,01,60,16980,1,1,41,3600,0
019318,103,11,01,49,2626,1,1,12,2401,1
019318,103,11,02,54,21831,1,1,45,2916,0
019318,103,11,03,25,15846,1,1,84,625,0
019318,119,11,01,32,26258,1,1,40,1024,0
019318,136,11,01,45,10503,1,1,10,2025,0
019319,063,11,01,32,11662,1,1,30,1024,0
019319,080,11,02,45,11580,1,1,33,2025,1
019319,113,11,03,20,18659,1,1,46,400,0
019319,113,11,04,34,18659,1,1,40,1156,0
019320,005,11,01,64,13450,1,0,30,4096,0
019320,005,11,03,38,37273,1,1,48,1444,0
019320,005,11,04,36,12482,1,1,48,1296,1
019320,005,11,05,32,21743,1,0,45,1024,0
019320,005,11,06,35,13151,1,1,48,1225,0
019320,024,11,01,32,5983,1,1,35,1024,1
019320,062,11,01,62,37273,1,1,49,3844,0
019320,081,11,01,40,38259,1,1,48,1600,0
019320,118,11,01,48,23194,1,1,48,2304,1
019320,118,11,02,21,23433,1,1,48,441,0
019320,118,11,03,20,15531,1,1,56,400,0
019321,010,11,01,61,12026,1,1,70,3721,0
019321,025,11,01,56,11989,1,1,13,3136,0
019321,025,11,02,55,12289,1,1,70,3025,1
019321,025,11,03,31,11078,1,1,64,961,0
019321,025,11,04,30,24459,1,1,60,900,1
019321,054,11,01,52,360,1,1,47,2704,1
019321,054,11,02,21,6249,1,1,21,441,0
019321,069,11,02,42,23979,1,1,30,1764,1
019321,099,11,01,69,38594,1,0,36,4761,0
019322,021,11,01,65,7777,1,0,8,4225,0
019322,045,11,01,41,24885,1,1,48,1681,0
019322,057,11,04,30,15543,1,1,56,900,0
019322,080,11,02,23,2075,1,1,70,529,0
019323,034,11,02,20,3108,1,1,15,400,1
019323,087,11,03,22,24865,1,1,66,484,0
019323,099,11,01,47,11970,1,1,112,2209,0
019323,099,11,03,20,18131,1,1,48,400,0
019324,063,11,03,23,4250,1,1,15,529,0
019324,094,11,02,34,3946,0,0,49,1156,0
019325,051,11,01,47,7892,1,1,56,2209,0
019325,051,11,05,24,479,1,1,57,576,0
019325,077,11,02,33,3730,1,1,12,1089,1
019325,090,11,03,29,10671,1,1,48,841,1
019325,090,11,04,30,15541,1,1,50,900,0
019326,045,11,01,51,13947,1,0,45,2601,0
019326,045,11,03,26,10818,1,1,48,676,1
019326,045,11,04,21,10818,1,1,48,441,1
019326,069,11,01,45,29108,1,1,41,2025,0
019326,115,11,01,37,5458,1,0,70,1369,0
019326,115,11,02,37,3668,1,1,57,1369,1
019326,162,11,01,32,6792,1,1,45,1024,0
019326,162,11,02,29,1055,1,0,24,841,1
019327,126,11,01,40,26901,1,1,69,1600,0
019328,008,11,02,20,25957,1,1,57,400,0
019328,019,11,01,51,3589,1,1,27,2601,0
019328,054,11,01,25,23927,1,1,36,625,0
019329,006,11,01,45,12289,1,1,59,2025,1
019329,024,11,01,63,14603,1,1,48,3969,0
019329,078,11,01,62,5207,1,1,25,3844,0
019329,078,11,03,22,10727,1,1,42,484,1
019330,025,11,03,27,22189,1,1,72,729,0
019330,071,11,01,56,10495,1,1,55,3136,0
019330,150,11,01,33,11922,1,1,15,1089,0
019331,019,11,01,46,31225,1,1,56,2116,0
019331,019,11,04,22,10431,1,1,74,484,0
019331,040,11,01,47,7268,1,1,32,2209,0
019331,060,11,01,34,13290,1,1,12,1156,1
019332,009,11,01,56,15553,1,1,45,3136,0
019332,009,11,03,23,10075,1,1,53,529,0
019332,026,11,02,37,10680,1,1,55,1369,0
019332,026,11,04,27,15592,1,1,58,729,0
019332,026,11,05,24,11814,1,1,45,576,1
019332,061,11,02,59,28546,1,1,25,3481,1
019332,096,11,02,41,21774,1,1,35,1681,0
019333,019,11,01,41,12446,1,1,48,1681,1
019333,072,11,04,25,26409,1,1,40,625,1
019333,072,11,05,63,7877,1,1,38,3969,0
019334,007,11,02,41,17539,1,0,48,1681,0
019334,074,11,01,24,12459,1,1,60,576,1
019334,074,11,02,27,14017,1,1,54,729,0
019334,092,11,01,65,5451,1,0,49,4225,0
019334,109,11,01,57,7178,1,1,42,3249,0
019335,026,11,02,41,10890,1,1,67,1681,0
019336,006,11,03,26,14364,1,1,52,676,1
019336,022,11,01,37,15621,1,1,84,1369,0
019336,027,11,03,24,10665,1,1,48,576,0
019336,027,11,04,35,13167,1,1,29,1225,1
019336,030,11,01,31,7781,0,1,32,961,0
019336,103,11,02,39,11914,1,0,98,1521,0
019337,064,11,01,35,17762,0,1,56,1225,0
019338,009,11,02,40,15543,1,1,45,1600,0
019338,040,11,01,27,12424,1,1,32,729,1
019339,013,11,01,62,26377,1,1,55,3844,0
019339,098,11,01,43,10695,1,1,90,1849,0
019339,112,11,03,52,53952,1,1,40,2704,0
019339,124,11,01,62,33378,1,1,40,3844,0
019339,124,11,04,29,31292,1,1,45,841,0
019340,065,11,01,52,24257,1,1,50,2704,0
019341,015,11,01,70,1031,1,0,63,4900,0
019341,083,11,03,37,15032,1,1,45,1369,0
019342,019,11,02,59,2596,1,1,70,3481,1
019342,069,12,02,53,7248,1,0,29,2809,1
019342,069,12,03,27,12424,1,1,32,729,0
019342,086,11,01,59,25884,1,1,56,3481,0
019342,086,11,03,28,2588,1,1,10,784,1
019343,005,11,02,23,33502,1,1,48,529,0
019343,118,11,01,54,20341,1,1,35,2916,0
019343,118,11,02,49,11956,1,1,32,2401,1
019343,118,11,04,29,20341,1,1,35,841,0
019343,118,11,05,31,16738,1,1,77,961,0
019344,002,11,03,28,11065,1,1,48,784,0
019344,087,11,01,47,12961,1,1,48,2209,0
019344,109,11,03,20,6232,1,1,18,400,1
019344,130,11,01,39,12464,1,1,40,1521,0
019345,009,11,01,36,36427,1,1,57,1296,0
019345,022,11,01,46,2626,1,1,8,2116,1
019345,048,11,01,63,1457,1,1,40,3969,0
019345,061,11,03,32,14704,1,1,48,1024,1
019345,073,11,01,43,12604,1,1,32,1849,0
019345,073,11,03,21,12677,1,1,40,441,0
019345,073,11,06,23,15755,1,1,54,529,0
019345,086,11,01,62,13129,1,0,30,3844,0
019345,086,11,02,54,22767,1,1,48,2916,1
019346,011,11,02,36,5983,1,1,35,1296,1
019346,023,11,01,58,8226,1,1,48,3364,0
019346,023,11,02,59,10733,1,1,35,3481,1
019346,080,11,01,38,17455,1,1,75,1444,1
019347,090,11,02,66,5183,1,0,40,4356,1
019347,090,11,03,31,4840,1,1,20,961,0
019348,046,11,01,46,10951,1,1,48,2116,0
019348,046,11,02,41,10951,1,1,48,1681,1
019348,074,11,01,40,14609,1,1,48,1600,0
019348,074,11,02,36,5673,1,1,29,1296,1
019349,018,11,01,37,15411,1,1,66,1369,0
019349,073,11,01,45,15531,1,0,50,2025,0
019349,073,11,03,20,6212,1,1,18,400,1
019350,011,12,03,25,3111,1,1,14,625,1
019350,086,11,01,43,17991,1,1,48,1849,0
019351,010,11,01,36,14005,1,1,49,1296,0
019351,077,11,01,39,15541,1,1,50,1521,1
019351,092,11,01,48,15541,1,1,50,2304,0
019352,051,11,01,50,19241,1,1,40,2500,0
019352,091,11,03,45,11761,1,1,48,2025,1
019352,091,11,04,49,13801,1,0,45,2401,0
019353,074,11,03,42,32284,1,1,40,1764,1
019353,138,11,01,41,2394,1,1,77,1681,0
019353,179,11,01,47,6216,1,1,37,2209,1
019353,179,11,02,45,20936,1,1,70,2025,0
019354,011,11,05,20,12589,1,1,65,400,0
019354,058,11,02,25,7178,1,1,59,625,1
019354,074,11,03,27,21804,1,1,56,729,0
019355,035,11,03,39,10354,1,1,24,1521,1
019355,035,11,04,28,31588,1,1,54,784,0
019355,108,11,01,39,14358,1,1,27,1521,1
019356,020,11,01,29,15731,1,1,42,841,0
019356,043,11,03,20,12403,1,1,60,400,1
019357,026,11,01,35,37724,1,1,42,1225,0
019357,068,11,02,50,14671,1,1,53,2500,1
019357,068,11,03,20,1572,1,1,3,400,0
019357,089,11,01,39,14520,1,1,80,1521,0
019357,109,11,01,23,20036,1,1,48,529,1
019357,130,11,01,38,9431,1,1,42,1444,0
019358,015,11,03,25,3367,1,1,38,625,0
019358,122,11,01,40,17077,1,1,53,1600,0
019358,147,12,03,34,16668,1,1,55,1156,0
019358,147,22,01,39,17125,1,0,50,1521,0
019358,175,11,01,38,17317,0,0,48,1444,0
019359,011,11,02,43,19782,1,0,88,1849,0
019359,011,11,09,22,13788,1,1,112,484,0
019359,025,11,02,23,13188,1,0,98,529,0
019359,054,11,03,27,17984,1,1,56,729,0
019360,004,11,02,35,15718,1,1,42,1225,1
019360,048,11,03,22,9431,1,1,56,484,1
019360,071,11,01,48,22006,1,0,59,2304,0
019360,071,11,02,39,10479,1,1,30,1521,1
019360,093,11,04,35,12575,1,1,38,1225,0
019361,014,11,01,56,5743,1,0,57,3136,0
019361,062,11,01,61,10975,1,1,24,3721,0
019361,062,11,03,35,23296,1,1,45,1225,0
019361,074,11,02,24,10769,1,1,72,576,1
019362,010,11,03,32,12601,1,1,48,1024,0
019362,038,11,03,42,32921,1,1,45,1764,0
019362,079,11,01,30,15640,1,1,46,900,0
019362,093,11,01,55,24928,1,1,48,3025,0
019363,010,11,05,26,12575,1,1,44,676,1
019363,026,11,01,44,3930,1,0,21,1936,0
019363,059,11,01,64,33838,1,1,40,4096,0
019363,075,11,01,64,27531,1,1,11,4096,0
019363,092,11,01,37,13341,1,1,80,1369,0
019363,110,11,01,53,12225,1,1,26,2809,0
019364,009,11,02,48,2101,1,1,16,2304,1
019364,009,11,03,29,12749,1,1,48,841,0
019364,009,11,04,23,12446,1,1,42,529,1
019364,107,11,01,49,13391,1,1,44,2401,0
019364,107,11,05,30,11899,1,1,30,900,1
019364,127,11,01,71,24285,1,1,60,5041,0
019365,029,11,04,47,15794,1,1,48,2209,0
019365,066,11,01,58,47861,1,1,48,3364,0
019365,066,11,03,24,12255,1,1,38,576,0
019365,066,11,04,21,11956,1,1,16,441,1
019365,103,11,02,63,13390,1,1,40,3969,1
019365,103,11,03,28,63127,1,1,56,784,0
019366,015,11,03,33,47892,1,1,40,1089,1
019366,037,11,02,34,16870,1,1,59,1156,1
019366,123,11,02,46,15543,1,1,42,2116,0
019367,001,11,01,62,10387,1,1,54,3844,0
019367,063,11,01,58,6232,1,1,30,3364,0
019367,063,11,02,56,8309,1,0,38,3136,1
019367,084,11,03,20,18002,1,1,45,400,0
019368,006,11,01,37,13599,1,1,60,1369,1
019368,040,11,01,25,37840,1,1,66,625,0
019368,040,11,02,21,8140,1,1,10,441,1
019368,056,11,02,39,15755,1,1,46,1521,0
019368,073,11,03,24,21128,1,1,45,576,1
019368,090,11,01,25,18380,1,1,40,625,0
019369,005,11,02,33,12263,1,1,48,1089,1
019369,025,11,01,54,25123,1,0,53,2916,0
019369,025,11,02,53,15574,1,1,48,2809,1
019369,025,11,04,25,21534,1,1,48,625,0
019369,042,11,02,43,32301,1,1,57,1849,1
019369,062,11,01,42,23939,1,1,30,1764,1
019369,137,11,01,49,18689,1,1,28,2401,0
019370,018,11,01,39,17696,1,0,48,1521,0
019370,018,11,02,35,6221,1,1,18,1225,1
019370,040,11,02,57,12442,1,0,36,3249,0
019370,040,11,03,23,16044,1,1,48,529,0
019370,083,11,01,56,23330,1,1,46,3136,0
019370,105,11,01,50,20354,1,1,48,2500,0
019370,127,11,05,28,12442,0,0,48,784,0
019370,149,11,01,57,12442,1,0,32,3249,0
019370,149,11,03,33,14516,1,1,66,1089,0
019370,149,11,04,22,12434,1,1,66,484,0
019371,004,11,02,23,14387,1,1,49,529,0
019371,021,11,01,47,9373,1,1,30,2209,1
019371,054,11,01,41,8175,1,1,27,1681,0
019371,054,11,02,35,6882,1,1,74,1225,1
019371,108,11,01,43,7811,1,1,40,1849,1
019372,072,11,02,37,50249,1,1,38,1369,0
019372,106,11,01,39,19202,1,1,45,1521,0
019373,009,11,01,36,27056,1,1,46,1296,0
019373,045,11,03,23,5183,1,1,13,529,1
019373,045,11,04,20,15549,1,1,48,400,0
019373,045,11,05,20,15549,1,1,56,400,0
019373,070,11,02,37,14823,1,1,48,1369,1
019374,001,22,01,31,7194,1,1,51,961,0
019374,064,11,01,59,3124,1,1,40,3481,1
019374,064,11,02,31,21870,1,1,84,961,0
019374,064,11,03,26,15646,1,1,48,676,0
019374,085,11,01,44,18039,1,1,56,1936,0
019374,107,11,01,44,14387,1,1,52,1936,0
019374,130,11,03,31,4196,1,1,48,961,1
019374,130,11,04,24,17496,1,1,47,576,0
019375,015,11,01,58,3347,1,0,20,3364,0
019375,050,11,03,20,20936,1,1,42,400,0
019375,069,11,02,49,12715.802,1,1,42,2401,0
019375,086,11,02,39,10677,1,1,52,1521,1
019375,105,11,01,40,7787,1,1,38,1600,1
019375,105,11,02,43,10671,1,1,72,1849,0
019375,105,11,03,20,4153,1,1,24,400,0
019376,081,11,01,51,12289,1,1,72,2601,1
019376,081,11,02,58,28775,1,1,48,3364,0
019376,081,11,03,26,8393,1,1,36,676,0
019376,116,11,02,23,12289,1,1,45,529,1
019377,003,11,01,41,60105,1,1,84,1681,0
019377,039,11,01,58,19157,1,1,20,3364,1
019377,129,13,01,49,15543,1,1,42,2401,0
019377,129,33,01,36,12692,1,1,45,1296,0
019378,017,11,03,32,31292,1,1,46,1024,1
019378,017,11,04,31,13188,1,1,72,961,0
019378,036,11,01,48,20829,1,1,78,2304,0
019378,093,11,01,40,18225,1,1,39,1600,0
019378,093,11,02,40,15826,1,1,50,1600,1
019378,093,11,03,20,12289,1,1,40,400,1
019378,132,11,01,35,20829,1,1,53,1225,0
019379,014,11,01,58,15541,1,0,48,3364,0
019379,069,11,01,42,4973,1,0,28,1764,1
019379,087,11,01,37,14364,1,1,56,1369,0
019379,105,11,02,23,11300,1,1,48,529,1
019379,123,11,01,53,21068,1,1,30,2809,0
019379,123,11,02,52,24479,1,1,30,2704,1
019379,123,11,03,24,29925,1,1,7,576,0
019380,029,11,02,50,8401,1,1,50,2500,1
019380,052,11,01,45,22802,1,1,43,2025,0
019380,076,11,03,37,16202,1,1,48,1369,0
019381,035,11,01,47,4840,1,1,35,2209,0
019381,035,11,03,24,18151,1,1,40,576,0
019381,035,11,04,20,7481,1,1,36,400,1
019381,075,11,01,48,12100,1,1,70,2304,0
019381,075,11,03,21,12100,1,1,21,441,0
019381,096,11,01,57,13431,1,1,44,3249,0
019381,096,11,03,31,32308,1,1,50,961,0
019381,116,11,02,36,15452,1,1,54,1296,1
019381,116,11,03,30,11157,1,1,72,900,0
019381,116,11,05,23,5183,1,1,30,529,0
019381,116,11,07,37,31099,1,1,60,1369,0
019382,033,11,03,25,10354,1,1,10,625,0
019382,033,11,05,20,8283,1,1,84,400,0
019382,043,11,01,44,15505,1,0,30,1936,1
019382,055,11,02,20,14347,1,1,54,400,1
019382,065,11,01,57,9565,1,1,16,3249,0
019382,083,11,01,33,23314,1,1,48,1089,0
019383,039,11,01,45,15553,1,0,45,2025,0
019383,061,11,01,50,15553.001,1,0,45,2500,0
019383,061,11,04,24,35254,1,1,48,576,0
019383,072,11,01,39,4318,1,1,51,1521,0
019384,029,11,01,38,14814,1,1,28,1444,0
019384,048,11,01,36,11816,1,1,30,1296,0
019384,048,11,04,31,17707,1,1,40,961,0
019384,106,11,01,39,18711,1,1,42,1521,0
019385,042,11,01,42,4851,1,0,64,1764,0
019385,104,11,01,36,26137,1,1,45,1296,0
019385,104,11,02,33,10673,1,1,45,1089,1
019385,131,11,01,47,66487,1,1,40,2209,1
019386,015,11,01,36,24003,1,1,63,1296,0
019386,069,11,01,52,40804,1,1,30,2704,0
019387,093,11,01,37,29973,1,1,45,1369,1
019387,112,11,01,65,21161,1,0,40,4225,0
019387,131,11,01,44,21581,1,1,40,1936,1
019387,149,22,02,42,12169,1,1,25,1764,1
019388,049,11,01,35,15785,1,1,31,1225,1
019388,050,11,01,54,17363,1,0,50,2916,0
019388,050,11,03,28,17278,1,1,46,784,0
019388,050,11,04,25,15785,1,1,36,625,1
019388,051,11,01,37,15846,1,1,51,1369,0
019388,051,11,02,33,14364,1,1,50,1089,1
019388,052,11,01,41,16756,1,0,54,1681,0
019388,354,11,01,33,16999,1,1,53,1089,0
019388,355,11,01,40,16052,1,1,53,1600,0
019388,355,11,03,20,14255,1,1,48,400,0
019388,356,11,01,29,16052,1,1,55,841,0
019388,356,11,02,29,14267,1,1,31,841,1
019389,001,11,01,42,3106,1,0,48,1764,0
019389,003,11,05,41,10354,1,0,24,1681,0
019389,003,11,07,27,14358,1,1,48,729,0
019389,017,11,01,27,10354,1,1,62,729,0
019390,027,11,01,59,1055,1,0,28,3481,1
019390,027,11,02,35,10479,1,1,29,1225,0
019390,176,11,01,44,9945,1,1,43,1936,0
019390,176,11,02,44,12128,1,1,49,1936,1
019390,180,11,03,66,3930,1,0,36,4356,1
019390,180,11,04,64,5239,1,0,30,4096,0
019390,180,11,05,61,5252,1,0,32,3721,0
019391,018,11,01,43,17991,1,1,53,1849,1
019391,018,11,04,25,15592,1,1,44,625,1
019391,020,11,01,30,35982,1,1,70,900,0
019391,100,11,01,50,2399,1,0,49,2500,0
019391,111,11,01,52,1199,1,0,56,2704,0
019392,060,11,01,68,1213,1,0,44,4624,0
019393,325,11,01,50,6314,1,0,81,2500,0
019393,328,11,01,45,20036,1,1,46,2025,0
019393,765,11,01,52,9703,0,0,29,2704,0
019393,766,11,03,26,16980,1,1,52,676,0
019393,766,11,04,23,18192,1,1,50,529,0
019393,767,11,01,35,18906,1,1,48,1225,0
019394,046,11,03,20,15718,1,1,51,400,0
019394,047,11,01,26,15718,1,1,45,676,0
019394,155,11,01,28,22006,1,1,63,784,0
019395,025,11,01,40,10362,1,0,21,1600,0
019395,067,11,01,34,9572,1,1,24,1156,0
019395,069,11,01,67,1197,0,0,33,4489,0
019396,041,11,01,55,12439,1,1,36,3025,0
019396,043,11,01,30,9330,1,1,42,900,0
019396,044,11,01,62,3525,1,0,24,3844,0
019396,044,11,02,54,3525,1,0,31,2916,1
019396,194,11,01,61,15549,1,0,57,3721,0
019396,196,11,01,57,12439,1,0,48,3249,0
019396,197,11,01,47,7256,1,1,22,2209,0
019396,198,11,01,40,18141,1,1,71,1600,0
019397,097,11,03,21,9565,1,1,48,441,1
019397,098,11,01,32,4185,1,1,43,1024,0
019397,099,11,03,24,9303,1,1,47,576,0
019397,207,11,01,31,15505,1,1,53,961,0
019397,208,11,01,46,14347,1,1,56,2116,0
019397,208,11,02,40,14347,1,0,49,1600,1
019398,025,11,03,36,9373,0,0,36,1296,0
019399,095,11,01,48,36077,1,1,24,2304,0
019399,095,11,03,26,16283,1,1,43,676,0
019399,096,11,02,43,5761,1,0,17,1849,1
019399,219,11,01,41,8117,1,1,27,1681,0
019399,220,11,01,47,19227,1,0,80,2209,0
019399,220,11,04,20,14031,1,1,35,400,0
019399,223,11,01,47,19487,1,1,57,2209,0
019399,224,11,02,22,1819,1,1,29,484,0
019400,085,11,01,56,3881,1,0,50,3136,0
019400,092,11,03,27,15718,1,1,50,729,0
019401,087,11,01,20,3600,1,1,52,400,0
019401,102,11,01,39,5193,1,1,21,1521,1
019402,021,11,01,34,10414,1,1,30,1156,0
019402,022,11,01,46,13018,1,0,47,2116,0
019402,023,11,01,33,15586,1,1,72,1089,0
019402,024,11,01,50,15621,1,0,50,2500,0
019402,024,11,07,30,10414,1,1,24,900,0
019402,157,11,01,80,4686,0,0,21,6400,0
019402,158,11,01,44,12497,1,1,48,1936,0
019402,158,11,03,22,15586,1,1,65,484,0
019402,159,11,01,33,12497,1,0,51,1089,0
019402,160,11,01,47,14059,1,0,48,2209,0
019402,160,11,02,45,10703,1,1,60,2025,1
019403,081,11,01,30,14966,1,1,36,900,0
019403,082,11,01,44,15553,1,1,48,1936,0
019403,083,11,01,47,14966,1,1,52,2209,0
019403,083,11,02,46,600,1,1,6,2116,1
019403,083,11,03,20,840,1,1,7,400,0
019403,234,11,01,47,7196,1,1,40,2209,1
019403,236,11,01,68,11568,1,0,64,4624,0
019403,236,11,03,27,17991,1,1,44,729,0
019404,073,11,02,30,17708,1,1,48,900,1
019404,074,11,01,53,15531,1,1,54,2809,0
019404,074,11,03,23,4659,1,1,24,529,0
019404,074,11,04,20,5719,1,1,31,400,1
019404,075,11,01,54,4786,1,1,36,2916,0
019404,075,11,02,44,7765,1,1,18,1936,1
019404,165,11,01,32,2991,0,1,56,1024,0
019404,167,11,01,58,17084,0,0,47,3364,1
019405,028,11,01,54,1439,1,1,60,2916,0
019405,088,11,04,22,17984,1,1,36,484,0
019406,045,11,01,72,962,1,0,62,5184,0
019406,046,11,01,34,4810,1,0,60,1156,0
019406,047,11,01,30,6236,1,1,30,900,1
019406,095,11,01,65,4209,1,0,58,4225,0
019406,098,11,03,23,12026,1,1,46,529,0
019406,098,11,06,25,14431,1,1,72,625,1
019407,135,11,03,25,17948,1,1,55,625,0
019407,136,11,01,58,13988,1,0,44,3364,0
019407,136,11,04,31,13988,1,1,29,961,0
019407,396,11,01,47,17960,1,1,54,2209,0
019407,396,11,03,26,28716,1,1,60,676,1
019407,397,11,01,55,11657,1,1,31,3025,0
019407,399,11,03,23,21537,1,1,48,529,0
019407,400,11,02,30,31109,1,1,49,900,0
019408,087,11,04,25,658,1,1,42,625,0
019408,201,11,01,33,12497,1,1,50,1089,0
019409,013,11,01,68,14022,1,1,39,4624,0
019409,013,11,03,29,24928,1,1,55,841,0
019409,014,11,01,58,14022,1,0,43,3364,0
019409,016,11,01,32,23370,1,1,55,1024,0
019409,070,11,01,48,14542,1,1,50,2304,1
019409,070,11,02,24,11425,1,1,28,576,1
019409,071,11,02,41,11905,1,1,60,1681,0
019410,150,11,02,49,1555,1,1,10,2401,1
019410,152,11,01,56,5184,1,0,42,3136,0
019410,473,11,01,27,18735,1,1,24,729,0
019410,474,11,01,42,18339,1,1,46,1764,0
019410,474,11,03,20,17991,1,1,63,400,1
019410,476,11,01,32,18664,1,1,44,1024,0
019411,283,11,03,20,10479,1,1,40,400,0
019413,245,11,01,27,18170,1,1,70,729,0
019413,246,11,01,31,26320,1,1,62,961,0
019413,535,11,01,60,3597,1,0,82,3600,0
019413,537,11,01,30,2991,1,1,32,900,0
019414,091,11,02,53,10360,1,0,44,2809,0
